"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"5638";"«Давыдковская ул., 12», Давыдковская улица (в центр)";"37.4709821837927";"55.7212116880487";"Давыдковская улица";"Западный административный округ";"район Фили-Давыдково";"А732";"Давыдковская ул., 12";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1720528";"{type=Point, coordinates=[37.470982215151, 55.721211319328]}";
"5639";"«Давыдковская ул., 10», Давыдковская улица (в центр)";"37.4741250295634";"55.7219175187291";"Давыдковская улица";"Западный административный округ";"район Фили-Давыдково";"А732";"Давыдковская ул., 10";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1720529";"{type=Point, coordinates=[37.474125060927, 55.721917150162]}";
"5640";"«Б-ца № 1», Давыдковская улица (в центр)";"37.4788584876973";"55.7232463083771";"Давыдковская улица";"Западный административный округ";"район Фили-Давыдково";"А107; А732";"Б-ца № 1";"в центр";"да";"ГУП «Мосгортранс»";"активна";"1720530";"{type=Point, coordinates=[37.4788584876973, 55.7232463083771]}";
"5647";"«Метро Каховская (зап. вход)», улица Каховка (от центра)";"37.5942975105335";"55.6523768671333";"улица Каховка";"Юго-Западный административный округ";"район Зюзино";"А651; А826; А710; А57; А224";"Метро Каховская (зап. вход)";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1720531";"{type=Point, coordinates=[37.5942975105335, 55.6523768671333]}";
"5700";"«Ул. Семеновский Вал», улица Семеновский вал (в центр)";"37.7151787804969";"55.7767443510687";"улица Семёновский вал";"Восточный административный округ";"район Соколиная Гора";"А59; АТ88; Тб22; АТ25; А730; АТ32";"Ул. Семёновский Вал";"в центр";"нет";"";"активна";"1720532";"{type=Point, coordinates=[37.7151787804969, 55.7767443510687]}";
"5701";"«Просп. Буденного (выс.)», проспект Будённого (в центр)";"37.7197576576556";"55.7791045794949";"проспект Будённого";"Восточный административный округ";"район Соколиная Гора";"АТ88; Тб22; АТ25; А730; АТ32";"Просп. Буденного (выс.)";"в центр";"нет";"";"активна";"1720533";"{type=Point, coordinates=[37.7197576576556, 55.7791045794949]}";
"5703";"«Лефортовская наб.», улица Радио (в центр) (1)";"37.6831180217021";"55.7628518156481";"улица Радио";"Центральный административный округ";"Басманный район";"Тб24";"Лефортовская наб.";"в центр";"нет";"";"активна";"1720534";"{type=Point, coordinates=[37.683118052695, 55.762851447419]}";
"6545";"«1-й Курьяновский пр.», Шоссейная улица (от центра)";"37.7085905087276";"55.6559173473695";"Шоссейная улица";"Юго-Восточный административный округ";"район Печатники";"А292; А35; А161; А703; А736; А193";"1-й Курьяновский пр.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1720535";"{type=Point, coordinates=[37.7085905087276, 55.6559173473695]}";
"6546";"«Курьяновский бульв.», Шоссейная улица (от центра) (1)";"37.7049153420483";"55.6531831687506";"Шоссейная улица";"Юго-Восточный административный округ";"район Печатники";"А292; А35; А161; А703; А736; А193";"Курьяновский бульв.";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1720536";"{type=Point, coordinates=[37.7049153420483, 55.6531831687506]}";
"6547";"«Курьяново (выс.)», Шоссейная улица (от центра)";"37.7021928487545";"55.6512027386154";"Шоссейная улица";"Юго-Восточный административный округ";"район Печатники";"А292; А35; А161; А703; А736; А193";"Курьяново (выс.)";"от центра";"нет";"";"активна";"1720537";"{type=Point, coordinates=[37.7021928487545, 55.6512027386154]}";
"5934";"«К/т Экран», улица Маршала Голованова (от центра)";"37.726596254986";"55.6485858411664";"улица Маршала Голованова";"Юго-Восточный административный округ";"район Марьино";"А55";"К/т Экран";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1720538";"{type=Point, coordinates=[37.726596285804, 55.648585471877]}";
"6549";"«Автобаза», проектируемый проезд № 4294 (от центра)";"37.6974074977411";"55.650802170908";"проектируемый проезд № 4294";"Юго-Восточный административный округ";"район Печатники";"А292; А161; А703; А736; А193";"Автобаза";"от центра";"да";"ГУП «Мосгортранс»";"активна";"1720539";"{type=Point, coordinates=[37.6974074977411, 55.650802170908]}";
"6550";"«По требованию», проектируемый проезд № 4386 (в центр)";"37.6887483469512";"55.6517164371879";"проектируемый проезд № 4386";"Юго-Восточный административный округ";"район Печатники";"А292; А161; А703; А736; А193";"По требованию";"в центр";"нет";"";"активна";"1720540";"{type=Point, coordinates=[37.6887483469512, 55.6517164371879]}";
"6551";"«Курьяновский терминал», проектируемый проезд № 4386 (от центра)";"37.683656924872";"55.6509303974464";"проектируемый проезд № 4386";"Юго-Восточный административный округ";"район Печатники";"А292; А161; А703; А736; А193";"Курьяновский терминал";"от центра";"нет";"";"активна";"1720541";"{type=Point, coordinates=[37.683656924872, 55.6509303974464]}";
